Mpp6	3.9360161743736573
Dfna5	6.220083391243921
Osbpl3	5.005480415357769
Cycs	8.906985204947853
5430402O13Rik	4.587072584755017
4921507P07Rik	4.797955822515017
Npvf	6.767857142857142
C530044C16Rik	2.920924175814232
Mir148a	-0.0
Gm6559	4.610170143967972
Nfe2l3	4.509165820799113
Hnrnpa2b1	8.321428571428571
Cbx3	5.861715150068147
Snx10	7.9030193506536355
Skap2	4.105034780491618
Halr1	37.69880952380952
Hotairm1	2.0
Hoxa2	15.199999999999974
Hoxaas2	1.6799999999999997
Hoxa3	3.217967227315383
Hoxa4	15.500000000000018
Hoxaas3	2.288311688311688
Hoxa5	5.80952380952381
Hoxa6	17.999999999999964
Hoxa7	2.041666666666667
Hoxa9	4.439130434782609
Mir196b	-0.0
Hoxa10	2.2428211586901763
Hoxa11os	5.666666666666667
Hoxa13	2.0
Hottip	2.573913043478261
Evx1os	2.2966507177033497
Evx1	1.0454545454545454
1700094M24Rik	6.862329090051864
Hibadh	3.7783227042790597
Tax1bp1	3.235887528746305
Jazf1	4.603226415597983
Gm4872	35.166666666666664
9430076C15Rik	6.29082249817385
Creb5	6.385049640916881
Tril	2.1071428571428577
Cpvl	5.284449155284641
4921529L05Rik	6.368388545760808
Chn2	3.7801583529406932
9130019P16Rik	5.498434424125967
Prr15	14.0
Wipf3	9.434696985077657
Scrn1	9.512199285340373
Fkbp14	4.037285594550885
Plekha8	5.600713205725305
Mturn	12.333630102909217
Znrf2	6.143090753390662
Nod1	7.142309409415813
Ggct	4.778885431400282
Gars	4.476569851073628
Crhr2	4.94287401907012
Inmt	3.7714285714285714
Fam188b	3.6144691699629306
Aqp1	5.857142857142856
Ghrhr	6.851851851851851
6430584L05Rik	42.048809523809524
Adcyap1r1	3.3075213292944903
Neurod6	3.0333333333333328
Gm3279	11.12533185840708
Ccdc129	5.749263599841033
Ppp1r17	20.033333333333335
Pde1c	3.3386749075090014
Lsm5	5.084444444444445
Avl9	4.010314071081244
Kbtbd2	9.897774357760152
Fkbp9	6.092536751029259
Nt5c3	5.241536700226856
Vmn1r4	-0.7058823529411763
Vmn1r5	-0.75
Vmn1r7	1.0408163265306125
Vmn1r8	6.199999999999997
Vmn1r11	2.8
Vmn1r13	2.333333333333333
Vmn1r14	2.4166666666666665
Vmn1r15	3.0
Ppm1k	3.794725580660708
Herc6	3.9162272272906553
Pyurf	2.576923076923077
Lancl2	3.7027507147417222
Vopp1	7.064876216897137
Vmn1r27	-0.5999999999999999
Vmn1r30	4.0
Abcg2	5.973316070410106
Herc3	2.8821464205069733
Nap1l5	-0.8571428571428573
Fam13a	6.285487156785458
Tigd2	1.9164733178654287
Gprin3	11.149461789238721
